site_no,sample_datetime,qualifier_flag,value,sdl,mdl,variable_code,unit,variable,variable_fr,qa_status,sample_id
BC08NL0001,2008-09-09 09:05:00,nan,10.0,2.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,08PY001018
BC08NL0001,2008-09-09 09:05:00,nan,0.018,0.005,,97983,µG/L,LEAD DISSOLVED,PLOMB DISSOUS,P,08PY001018
BC08NL0001,2008-09-09 09:05:00,nan,0.033,0.005,,97519,µG/L,LEAD TOTAL,PLOMB TOTAL,P,08PY001018
BC08NL0001,2008-09-09 09:05:00,nan,0.0046,0.0005,,15413,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,08PY001018
BC08NL0001,2008-09-09 09:05:00,nan,170.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,08PY001018
BC08NL0001,2008-09-09 09:05:00,nan,11.0,0.1,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,08PY001018
BC08NL0001,2008-09-09 09:05:00,nan,0.4,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,V,08PY001018
BC08NL0001,2008-09-23 10:05:00,nan,0.49,0.01,,97964,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P,08PY001077
BC08NL0001,2008-09-23 10:05:00,nan,0.46,0.01,,97999,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,08PY001077
BC08NL0001,2008-09-23 10:05:00,nan,0.007,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,08PY001077
BC08NL0001,2008-09-23 10:05:00,nan,10.0,10.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,08PY001077
BC08NL0001,2008-09-23 10:05:00,<,0.005,0.005,,97983,µG/L,LEAD DISSOLVED,PLOMB DISSOUS,P,08PY001077
BC08NL0001,2008-09-23 10:05:00,nan,0.013,0.005,,97519,µG/L,LEAD TOTAL,PLOMB TOTAL,P,08PY001077
BC08NL0001,2008-09-23 10:05:00,nan,0.0033,0.0005,,15413,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,08PY001077
BC08NL0001,2008-09-23 10:05:00,nan,170.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,08PY001077
BC08NL0001,2008-09-23 10:05:00,nan,8.0,0.1,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,08PY001077
BC08NL0001,2008-09-23 10:05:00,nan,0.5,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,V,08PY001077
BC08NL0001,2008-10-07 10:15:00,nan,0.49,0.01,,97964,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P,08PY001154
BC08NL0001,2008-10-07 10:15:00,nan,0.46,0.01,,97999,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,08PY001154
BC08NL0001,2008-10-07 10:15:00,<,0.002,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,08PY001154
BC08NL0001,2008-10-07 10:15:00,<,30.0,30.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,08PY001154
BC08NL0001,2008-10-07 10:15:00,nan,0.005,0.005,,97983,µG/L,LEAD DISSOLVED,PLOMB DISSOUS,P,08PY001154
BC08NL0001,2008-10-07 10:15:00,nan,0.008,0.005,,97519,µG/L,LEAD TOTAL,PLOMB TOTAL,P,08PY001154
BC08NL0001,2008-10-07 10:15:00,nan,0.0042,0.0005,,15413,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,08PY001154
BC08NL0001,2008-10-07 10:15:00,nan,160.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,08PY001154
BC08NL0001,2008-10-07 10:15:00,nan,8.0,0.1,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,08PY001154
BC08NL0001,2008-10-07 10:15:00,nan,0.2,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,V,08PY001154
BC08NL0001,2008-10-21 10:05:00,nan,0.42,0.01,,97964,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P,08PY001243
BC08NL0001,2008-10-21 10:05:00,nan,0.43,0.01,,97999,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,08PY001243
BC08NL0001,2008-10-21 10:05:00,<,0.002,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,08PY001243
BC08NL0001,2008-10-21 10:05:00,<,1.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,08PY001243
BC08NL0001,2008-10-21 10:05:00,nan,0.007,0.005,,97983,µG/L,LEAD DISSOLVED,PLOMB DISSOUS,P,08PY001243
BC08NL0001,2008-10-21 10:05:00,nan,0.082,0.005,,97519,µG/L,LEAD TOTAL,PLOMB TOTAL,P,08PY001243
BC08NL0001,2008-10-21 10:05:00,nan,0.0035,0.0005,,15413,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,08PY001243
BC08NL0001,2008-10-21 10:05:00,nan,140.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,08PY001243
BC08NL0001,2008-10-21 10:05:00,nan,4.0,0.1,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,08PY001243
BC08NL0001,2008-10-21 10:05:00,nan,0.5,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,V,08PY001243
BC08NL0001,2008-11-04 10:00:00,nan,0.4,0.01,,97964,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P,08PY001292
BC08NL0001,2008-11-04 10:00:00,nan,0.39,0.01,,97999,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,08PY001292
BC08NL0001,2008-11-04 10:00:00,nan,0.003,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,08PY001292
BC08NL0001,2008-11-04 10:00:00,<,1.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,08PY001292
BC08NL0001,2008-11-04 10:00:00,nan,0.006,0.005,,97983,µG/L,LEAD DISSOLVED,PLOMB DISSOUS,P,08PY001292
BC08NL0001,2008-11-04 10:00:00,nan,0.021,0.005,,97519,µG/L,LEAD TOTAL,PLOMB TOTAL,P,08PY001292
BC08NL0001,2008-11-04 10:00:00,nan,0.0033,0.0005,,15413,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,08PY001292
BC08NL0001,2008-11-04 10:00:00,nan,160.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,08PY001292
BC08NL0001,2008-11-04 10:00:00,nan,4.0,0.1,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,08PY001292
BC08NL0001,2008-11-04 10:00:00,nan,0.6,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,V,08PY001292
BC08NL0001,2008-11-18 09:25:00,nan,0.47,0.01,,97964,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P,09PY000050
BC08NL0001,2008-11-18 09:25:00,nan,0.45,0.01,,97999,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,09PY000050
BC08NL0001,2008-11-18 09:25:00,nan,0.027,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,09PY000050
BC08NL0001,2008-11-18 09:25:00,<,1.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,09PY000050
BC08NL0001,2008-11-18 09:25:00,nan,0.008,0.005,,97983,µG/L,LEAD DISSOLVED,PLOMB DISSOUS,P,09PY000050
BC08NL0001,2008-11-18 09:25:00,nan,0.04,0.005,,97519,µG/L,LEAD TOTAL,PLOMB TOTAL,P,09PY000050
BC08NL0001,2008-11-18 09:25:00,nan,0.0039,0.0005,,15413,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,09PY000050
BC08NL0001,2008-11-18 09:25:00,nan,96.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,09PY000050
BC08NL0001,2008-11-18 09:25:00,nan,2.0,0.1,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,09PY000050
BC08NL0001,2008-11-18 09:25:00,nan,0.4,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,V,09PY000050
BC08NL0001,2008-12-02 09:30:00,nan,0.43,0.01,,97999,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,08PY001404
BC08NL0001,2008-12-02 09:30:00,nan,0.014,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,08PY001404
BC08NL0001,2008-12-02 09:30:00,nan,2.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,08PY001404
BC08NL0001,2008-12-02 09:30:00,nan,0.057,0.005,,97519,µG/L,LEAD TOTAL,PLOMB TOTAL,P,08PY001404
BC08NL0001,2008-12-02 09:30:00,nan,0.0045,0.0005,,15413,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,08PY001404
BC08NL0001,2008-12-02 09:30:00,nan,110.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,08PY001404
BC08NL0001,2008-12-02 09:30:00,nan,2.0,0.1,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,08PY001404
BC08NL0001,2008-12-02 09:30:00,nan,1.1,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,V,08PY001404
BC08NL0001,2008-12-16 11:15:00,nan,0.55,0.01,,97999,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,09PY000208
BC08NL0001,2008-12-16 11:15:00,nan,0.04,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,09PY000208
BC08NL0001,2008-12-16 11:15:00,<,1.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,09PY000208
BC08NL0001,2008-12-16 11:15:00,nan,1.2,0.005,,97519,µG/L,LEAD TOTAL,PLOMB TOTAL,P,09PY000208
BC08NL0001,2008-12-16 11:15:00,nan,0.0029,0.0005,,15413,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,09PY000208
BC08NL0001,2008-12-16 11:15:00,nan,230.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,09PY000208
BC08NL0001,2008-12-16 11:15:00,nan,0.0,0.1,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),V,09PY000208
BC08NL0001,2008-12-16 11:15:00,nan,0.4,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,V,09PY000208
BC08NL0001,2009-01-27 11:50:00,nan,0.47,0.01,,97999,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,09PY000192
BC08NL0001,2009-01-27 11:50:00,nan,0.079,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,09PY000192
BC08NL0001,2009-01-27 11:50:00,nan,0.19,0.005,,97519,µG/L,LEAD TOTAL,PLOMB TOTAL,P,09PY000192
BC08NL0001,2009-01-27 11:50:00,nan,0.0073,0.0005,,15413,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,09PY000192
BC08NL0001,2009-01-27 11:50:00,nan,170.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,09PY000192
BC08NL0001,2009-01-27 11:50:00,nan,0.0,0.1,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),V,09PY000192
BC08NL0001,2009-01-27 11:50:00,nan,0.2,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,V,09PY000192
BC08NL0001,2009-02-10 10:00:00,nan,0.44,0.01,,97999,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,09PY000148
BC08NL0001,2009-02-10 10:00:00,nan,0.065,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,09PY000148
BC08NL0001,2009-02-10 10:00:00,<,1.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,09PY000148
BC08NL0001,2009-02-10 10:00:00,nan,0.008,0.005,,97519,µG/L,LEAD TOTAL,PLOMB TOTAL,P,09PY000148
BC08NL0001,2009-02-10 10:00:00,nan,0.0044,0.0005,,15413,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,09PY000148
BC08NL0001,2009-02-10 10:00:00,nan,160.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,09PY000148
BC08NL0001,2009-02-10 10:00:00,nan,0.0,0.1,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),V,09PY000148
BC08NL0001,2009-02-10 10:00:00,nan,0.4,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,V,09PY000148
BC08NL0001,2009-02-24 09:30:00,nan,0.41,0.01,,97999,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,09PY000221
BC08NL0001,2009-02-24 09:30:00,nan,0.052,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,09PY000221
BC08NL0001,2009-02-24 09:30:00,<,1.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,09PY000221
BC08NL0001,2009-02-24 09:30:00,nan,0.02,0.005,,97519,µG/L,LEAD TOTAL,PLOMB TOTAL,P,09PY000221
BC08NL0001,2009-02-24 09:30:00,nan,0.0038,0.0005,,15413,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,09PY000221
BC08NL0001,2009-02-24 09:30:00,nan,170.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,09PY000221
BC08NL0001,2009-02-24 09:30:00,nan,3.0,0.1,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,09PY000221
BC08NL0001,2009-02-24 09:30:00,nan,0.5,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,V,09PY000221
BC08NL0001,2009-03-17 10:15:00,nan,0.44,0.01,,97999,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,09PY000278
BC08NL0001,2009-03-17 10:15:00,nan,0.081,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,09PY000278
BC08NL0001,2009-03-17 10:15:00,<,1.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,09PY000278
BC08NL0001,2009-03-17 10:15:00,nan,0.031,0.005,,97519,µG/L,LEAD TOTAL,PLOMB TOTAL,P,09PY000278
BC08NL0001,2009-03-17 10:15:00,nan,0.005,0.0005,,15413,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,09PY000278
BC08NL0001,2009-03-17 10:15:00,nan,190.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,09PY000278
BC08NL0001,2009-03-17 10:15:00,nan,1.0,0.1,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,09PY000278
BC08NL0001,2009-03-17 10:15:00,nan,1.0,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,V,09PY000278
BC08NL0001,2009-03-24 11:50:00,nan,0.46,0.01,,97999,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,09PY000309
BC08NL0001,2009-03-24 11:50:00,nan,0.036,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,09PY000309
BC08NL0001,2009-03-24 11:50:00,<,1.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,09PY000309
BC08NL0001,2009-03-24 11:50:00,nan,0.186,0.005,,97519,µG/L,LEAD TOTAL,PLOMB TOTAL,P,09PY000309
BC08NL0001,2009-03-24 11:50:00,nan,0.0087,0.0005,,15413,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,09PY000309
BC08NL0001,2009-03-24 11:50:00,nan,180.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,09PY000309
BC08NL0001,2009-03-24 11:50:00,nan,2.0,0.1,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,09PY000309
BC08NL0001,2009-03-24 11:50:00,nan,3.8,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,V,09PY000309
BC08NL0001,2009-04-07 11:05:00,nan,0.52,0.01,,97999,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,09PY000362
BC08NL0001,2009-04-07 11:05:00,nan,0.018,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,09PY000362
BC08NL0001,2009-04-07 11:05:00,<,1.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,09PY000362
BC08NL0001,2009-04-07 11:05:00,nan,0.83,0.005,,97519,µG/L,LEAD TOTAL,PLOMB TOTAL,P,09PY000362
BC08NL0001,2009-04-07 11:05:00,nan,0.0143,0.0005,,15413,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,09PY000362
BC08NL0001,2009-04-07 11:05:00,nan,180.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,09PY000362
BC08NL0001,2009-04-07 11:05:00,nan,3.0,0.1,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,09PY000362
BC08NL0001,2009-04-07 11:05:00,nan,7.5,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,V,09PY000362
BC08NL0001,2009-04-14 11:00:00,nan,0.49,0.01,,97964,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P,09PY000384
BC08NL0001,2009-04-14 11:00:00,nan,0.56,0.01,,97999,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,09PY000384
BC08NL0001,2009-04-14 11:00:00,nan,0.035,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,09PY000384
BC08NL0001,2009-04-14 11:00:00,nan,1.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,09PY000384
BC08NL0001,2009-04-14 11:00:00,nan,0.015,0.005,,97983,µG/L,LEAD DISSOLVED,PLOMB DISSOUS,P,09PY000384
BC08NL0001,2009-04-14 11:00:00,nan,0.287,0.005,,97519,µG/L,LEAD TOTAL,PLOMB TOTAL,P,09PY000384
BC08NL0001,2009-04-14 11:00:00,nan,0.0192,0.0005,,15413,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,09PY000384
BC08NL0001,2009-04-14 11:00:00,nan,170.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,09PY000384
BC08NL0001,2009-04-14 11:00:00,nan,2.0,0.1,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,09PY000384
BC08NL0001,2009-04-14 11:00:00,nan,10.1,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,V,09PY000384
BC08NL0001,2009-04-21 10:45:00,nan,0.52,0.01,,97964,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P,09PY000424
BC08NL0001,2009-04-21 10:45:00,nan,1.31,0.01,,97999,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,09PY000424
BC08NL0001,2009-04-21 10:45:00,nan,0.073,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,09PY000424
BC08NL0001,2009-04-21 10:45:00,nan,3.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,09PY000424
BC08NL0001,2009-04-21 10:45:00,nan,0.039,0.005,,97983,µG/L,LEAD DISSOLVED,PLOMB DISSOUS,P,09PY000424
BC08NL0001,2009-04-21 10:45:00,nan,1.52,0.005,,97519,µG/L,LEAD TOTAL,PLOMB TOTAL,P,09PY000424
BC08NL0001,2009-04-21 10:45:00,nan,0.103,0.0005,,15413,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,09PY000424
BC08NL0001,2009-04-21 10:45:00,nan,120.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,09PY000424
BC08NL0001,2009-04-21 10:45:00,nan,6.0,0.1,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,09PY000424
BC08NL0001,2009-04-21 10:45:00,nan,45.3,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,V,09PY000424
BC08NL0001,2009-04-28 10:15:00,nan,0.47,0.01,,97964,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P,09PY000468
BC08NL0001,2009-04-28 10:15:00,nan,0.53,0.01,,97999,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,09PY000468
BC08NL0001,2009-04-28 10:15:00,nan,0.022,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,09PY000468
BC08NL0001,2009-04-28 10:15:00,nan,8.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,09PY000468
BC08NL0001,2009-04-28 10:15:00,nan,0.03,0.005,,97983,µG/L,LEAD DISSOLVED,PLOMB DISSOUS,P,09PY000468
BC08NL0001,2009-04-28 10:15:00,nan,0.236,0.005,,97519,µG/L,LEAD TOTAL,PLOMB TOTAL,P,09PY000468
BC08NL0001,2009-04-28 10:15:00,nan,0.014,0.0005,,15413,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,09PY000468
BC08NL0001,2009-04-28 10:15:00,nan,130.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,09PY000468
BC08NL0001,2009-04-28 10:15:00,nan,6.0,0.1,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,09PY000468
BC08NL0001,2009-04-28 10:15:00,nan,3.3,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,V,09PY000468
BC08NL0001,2009-05-05 10:45:00,nan,0.45,0.01,,97964,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P,09PY000485
BC08NL0001,2009-05-05 10:45:00,nan,0.56,0.01,,97999,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,09PY000485
BC08NL0001,2009-05-05 10:45:00,nan,0.014,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,09PY000485
BC08NL0001,2009-05-05 10:45:00,nan,3.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,09PY000485
BC08NL0001,2009-05-05 10:45:00,nan,0.022,0.005,,97983,µG/L,LEAD DISSOLVED,PLOMB DISSOUS,P,09PY000485
BC08NL0001,2009-05-05 10:45:00,nan,0.238,0.005,,97519,µG/L,LEAD TOTAL,PLOMB TOTAL,P,09PY000485
BC08NL0001,2009-05-05 10:45:00,nan,0.0192,0.0005,,15413,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,09PY000485
BC08NL0001,2009-05-05 10:45:00,nan,110.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,09PY000485
BC08NL0001,2009-05-05 10:45:00,nan,7.0,0.1,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,09PY000485
BC08NL0001,2009-05-05 10:45:00,nan,5.6,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,V,09PY000485
BC08NL0001,2009-05-19 09:30:00,nan,0.45,0.01,,97964,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P,09PY000513
BC08NL0001,2009-05-19 09:30:00,nan,1.49,0.01,,97999,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,09PY000513
BC08NL0001,2009-05-19 09:30:00,nan,0.056,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,09PY000513
BC08NL0001,2009-05-19 09:30:00,nan,6.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,09PY000513
BC08NL0001,2009-05-19 09:30:00,nan,0.027,0.005,,97983,µG/L,LEAD DISSOLVED,PLOMB DISSOUS,P,09PY000513
BC08NL0001,2009-05-19 09:30:00,nan,1.34,0.005,,97519,µG/L,LEAD TOTAL,PLOMB TOTAL,P,09PY000513
BC08NL0001,2009-05-19 09:30:00,nan,0.116,0.0005,,15413,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,09PY000513
BC08NL0001,2009-05-19 09:30:00,nan,72.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,09PY000513
BC08NL0001,2009-05-19 09:30:00,nan,6.0,0.1,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,09PY000513
BC08NL0001,2009-05-19 09:30:00,nan,33.0,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,V,09PY000513
BC08NL0001,2009-06-01 11:00:00,nan,0.42,0.01,,97964,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P,09PY000610
BC08NL0001,2009-06-01 11:00:00,nan,1.05,0.01,,97999,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,09PY000610
BC08NL0001,2009-06-01 11:00:00,nan,0.027,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,09PY000610
BC08NL0001,2009-06-01 11:00:00,nan,3.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,09PY000610
BC08NL0001,2009-06-01 11:00:00,nan,0.049,0.005,,97983,µG/L,LEAD DISSOLVED,PLOMB DISSOUS,P,09PY000610
BC08NL0001,2009-06-01 11:00:00,nan,7.69,0.005,,97519,µG/L,LEAD TOTAL,PLOMB TOTAL,P,09PY000610
BC08NL0001,2009-06-01 11:00:00,nan,0.128,0.0005,,15413,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,09PY000610
BC08NL0001,2009-06-01 11:00:00,nan,56.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,09PY000610
BC08NL0001,2009-06-01 11:00:00,nan,8.0,0.1,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,09PY000610
BC08NL0001,2009-06-01 11:00:00,nan,14.6,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,V,09PY000610
BC08NL0001,2009-06-16 11:45:00,nan,0.5,0.01,,97964,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P,09PY000648
